# F1 ~H4P6N12.h5,
F1_SSCAN_043_I1-MCP Energy,F1_SSCAN_043_I1-XES
354.31932715328577,0.0
354.37772581003674,0.0
354.43614566416045,0.0
354.4945867268967,0.0
354.55304900948016,0.0
354.6115325231663,0.0
354.67003727923145,0.0
354.7285632889472,0.0
354.7871105635669,0.0
354.8456791144039,0.0
354.9042689527405,0.0
354.96288008988,0.0
355.02151253713384,0.0
355.08016630582136,0.0
355.13884140725673,0.0
355.19753785278846,0.0
355.25625565375975,0.0
355.3149948214962,0.0
355.37375536738307,0.0
355.43253730277496,0.0
355.4913406390472,0.0
355.5501653875706,0.0
355.60901155973664,0.0
355.6678791669581,0.0
355.72676822062965,0.0
355.7856787321542,0.0
355.84461071296886,0.0
355.90356417450545,0.0
355.9625391281783,0.0
356.0215355854486,0.0
356.08055355777276,0.0
356.1395930566023,0.0
356.19865409340986,0.0
356.2577366796631,0.0
356.31684082686405,0.0
356.37596654649695,0.0
356.4351138500667,0.0
356.49428274907405,0.0
356.5534732550403,0.0
356.6126853794954,0.0
356.6719191339772,0.0
356.73117453000583,0.0
356.7904515791357,0.0
356.8497502929424,0.0
356.9090706829837,0.0
356.96841276083853,0.0
357.02777653806805,0.0
357.08716202626783,0.0
357.1465692370546,0.0
357.20599818202743,0.0
357.2654488727933,0.0
357.3249213209677,0.0
357.3844155382005,0.0
357.44393153612384,0.0
357.5034693263779,0.0
357.5630289206243,0.0
357.62261033052,0.0
357.68221356774325,0.0
357.7418386439676,0.0
357.80148557088796,0.0
357.86115436019435,0.0
357.9208450235986,0.0
357.9805575728073,0.011630324898709068
358.0402920195491,0.013886911436137307
358.1000483755341,0.013357701951170418
358.1598266525206,0.00867122663252546
358.2196268622357,0.00998251833798201
358.2794490164545,0.009900942039103978
358.3392931269208,0.0073054126181163175
358.39915920539994,0.010728038866213737
358.45904726370543,0.010157688799582287
358.5189573135799,0.011912417550397177
358.57888936685373,0.008004907332518189
358.6388434352994,0.013176676576269593
358.6988195307642,0.009500800489153534
358.7588176650376,0.01343551828597229
358.81883784995733,0.01062113184513899
358.8788800973694,0.010142372320520286
358.9389444191152,0.01252394842365793
358.9990308270444,0.011621091548635488
359.0591393330023,0.012085065398890923
359.119269948895,0.010004056970941215
359.1794226865716,0.011416424994782386
359.239597557929,0.012042138055174529
359.29979457487264,0.014552747076002027
359.36001374929015,0.01140523202939546
359.42025509310406,0.00964682854536515
359.48051861823217,0.010454710768528495
359.5408043365875,0.009717479221611394
359.60111226013163,0.011219212522778386
359.6614424007946,0.00934333234995025
359.7217947705419,0.011475868579620107
359.78216938133403,0.013480925140719665
359.84256624514,0.011862630749905284
359.9029853739246,0.010198974625191691
359.9634267797004,0.012445395583209687
360.02389047444916,0.013206231107338916
360.08437647017456,0.008278063957362823
360.1448847789018,0.009633928644483583
360.2054154126386,0.009447526873843433
360.2659683834274,0.013429169776131336
360.3265437033064,0.009694351067948396
360.3871413843089,0.010122720813056827
360.4477614385036,0.012334964317225397
360.5084038779544,0.010773191840546028
360.5690687147207,0.013212625299669437
360.62975596091036,0.012789172357839954
360.6904656285867,0.013614371972177169
360.7511977298619,0.00967792702473571
360.81195227684333,0.011032794126400328
360.8727292816469,0.012705576868562243
360.93352875638413,0.011365374754020103
360.994350713202,0.01023747983293573
361.05519516424255,0.01075259862591509
361.11606212165697,0.010435649782235672
361.1769515975915,0.010042659909186376
361.2378636042145,0.011320512276365862
361.29879815371686,0.01263521886295288
361.35975525827087,0.010854982598517486
361.42073493008485,0.011662024798920801
361.48173718133563,0.00954826626327479
361.54276202426206,0.010527203770805819
361.6038094710587,0.010953441479804623
361.66487953395546,0.00936193250592154
361.7259722252044,0.012074851769965877
361.7870875570531,0.013975813105243403
361.8482255417447,0.010263028094661541
361.9093861915307,0.011728003263665746
361.9705695187122,0.011718734675960046
362.03177553553184,0.011524936271004928
362.09300425432156,0.012551275584168338
362.15425568734196,0.012419622903785291
362.2155298469157,0.012888888548351378
362.2768267453612,0.008808057330377391
362.3381463949925,0.011058739231943483
362.3994888081457,0.012210024185399225
362.46085399716577,0.012195081421171906
362.5222419743933,0.011075199212603679
362.58365275220484,0.010901586123731053
362.6450863429452,0.009909904036041743
362.706542759022,0.00891782624333567
362.7680220127846,0.010272381841713533
362.8295241166587,0.011754275796259029
362.891049083025,0.012477494874339438
362.9525969243001,0.010185894331858531
363.0141676529096,0.011120145565079634
363.0757612812879,0.011733170331783067
363.1373778218652,0.010933344018437369
363.19901728708066,0.01266895746990281
363.26067968940924,0.01100520840712119
363.3223650413081,0.010021816168985898
363.3840733552433,0.011823840008383836
363.44580464370335,0.011506292452199739
363.5075589191861,0.010932816761427754
363.56933619418476,0.011716148091494773
363.6311364812151,0.010808505047924648
363.6929597927885,0.009669930581533343
363.75480614142515,0.010536066511685647
363.81667553968185,0.01130418223668514
363.878568000097,0.012104987156040345
363.9404835352183,0.011225429440365763
364.00242215760244,0.011402768729206671
364.06438387984247,0.009569974132100516
364.12636871449973,0.011037169021424861
364.18837667418546,0.010458503732402829
364.25040777147933,0.01176035695204822
364.31246201899734,0.011037725929136846
364.37453942935093,0.010004320917885709
364.43664001517436,0.012032142233736921
364.4987637890975,0.011558197164465735
364.56091076375947,0.012126972308373216
