Energy XANES
392.7377624511719 1.2714494005194865e-05
392.75775146484375 1.2761620382661931e-05
392.77777099609375 1.2809123290935531e-05
392.7977600097656 1.2856852663389873e-05
392.8177490234375 1.2904891264042817e-05
392.8377685546875 1.295331367145991e-05
392.8577575683594 1.300197072851006e-05
392.87774658203125 1.3050943380221725e-05
392.89776611328125 1.3100307114655152e-05
392.9177551269531 1.3149916412658058e-05
392.937744140625 1.3199844943301287e-05
392.957763671875 1.3250175470602699e-05
392.9777526855469 1.3300759746925905e-05
392.9977722167969 1.3351749657886103e-05
393.01776123046875 1.3402995136857498e-05
393.0377502441406 1.3454578947857954e-05
393.0577697753906 1.3506581126421224e-05
393.0777587890625 1.3558850696426816e-05
393.0977478027344 1.3611465874419082e-05
393.1177673339844 1.366451306239469e-05
393.13775634765625 1.3717834008275531e-05
393.1577453613281 1.377151238557417e-05
393.1777648925781 1.3825636415276676e-05
393.19775390625 1.3880044207326137e-05
393.2177429199219 1.3934821254224516e-05
393.2377624511719 1.3990057595947292e-05
393.25775146484375 1.4045586794964038e-05
393.27777099609375 1.410158074577339e-05
393.2977600097656 1.415787664882373e-05
393.3177795410156 1.4214650036592502e-05
393.3377685546875 1.4271727195591666e-05
393.3577575683594 1.43291999847861e-05
393.3777770996094 1.4387165720108896e-05
393.39776611328125 1.4445442502619699e-05
393.4177551269531 1.4504132195725106e-05
393.4377746582031 1.4563323929905891e-05
393.457763671875 1.4622842172684614e-05
393.4777526855469 1.4682780602015555e-05
393.4977722167969 1.4743238352821209e-05
393.51776123046875 1.4804034435655922e-05
393.53778076171875 1.4865355296933558e-05
393.5577697753906 1.4927023585187271e-05
393.5777587890625 1.4989136616350152e-05
393.5977783203125 1.5051795344334096e-05
393.6177673339844 1.5114809684746433e-05
393.63775634765625 1.5178284229477867e-05
393.65777587890625 1.5242322660924401e-05
393.6777648925781 1.5306730347219855e-05
393.69775390625 1.5371617337223142e-05
393.7177734375 1.5437080946867354e-05
393.7377624511719 1.550293200125452e-05
393.7577819824219 1.556937422719784e-05
393.77777099609375 1.5636212992831133e-05
393.79779052734375 1.5703653843957e-05
393.8177795410156 1.5771500329719856e-05
393.8377685546875 1.583985795150511e-05
393.8577880859375 1.5908841305645183e-05
393.8777770996094 1.5978239389369264e-05
393.89776611328125 1.604816861799918e-05
393.91778564453125 1.6118738130899146e-05
393.9377746582031 1.618973874428775e-05
393.957763671875 1.6261288692476228e-05
393.977783203125 1.6333502571797e-05
393.9977722167969 1.6406160284532234e-05
394.0177917480469 1.64795001182938e-05
394.03778076171875 1.655329469940625e-05
394.0577697753906 1.6627669538138434e-05
394.0777893066406 1.670274286880158e-05
394.0977783203125 1.6778292774688452e-05
394.1177673339844 1.6854441128089093e-05
394.1377868652344 1.6931318896240555e-05
394.15777587890625 1.7008693248499185e-05
394.1777648925781 1.7086684238165617e-05
394.1977844238281 1.716542465146631e-05
394.2177734375 1.724468711472582e-05
394.23779296875 1.7324717191513628e-05
394.2577819824219 1.7405276594217867e-05
394.27777099609375 1.7486498109064996e-05
394.29779052734375 1.7568512703292072e-05
394.3177795410156 1.7651080270297825e-05
394.3377990722656 1.7734462744556367e-05
394.3577880859375 1.781840910553001e-05
394.3777770996094 1.790306305338163e-05
394.3977966308594 1.7988557374337688e-05
394.41778564453125 1.8074639228871092e-05
394.4377746582031 1.8161448679165915e-05
394.4577941894531 1.824913124437444e-05
394.477783203125 1.8337428628001362e-05
394.497802734375 1.842661004047841e-05
394.5177917480469 1.8516428099246696e-05
394.53778076171875 1.8607017409522086e-05
394.55780029296875 1.869852712843567e-05
394.5777893066406 1.879069532151334e-05
394.5977783203125 1.888366932689678e-05
394.6177978515625 1.897759830171708e-05
394.6377868652344 1.9072216673521325e-05
394.65777587890625 1.9167668142472394e-05
394.67779541015625 1.926411823660601e-05
394.6977844238281 1.9361281374585815e-05
394.7177734375 1.945931580848992e-05
394.73779296875 1.9558392523322254e-05
394.7577819824219 1.9658211385831237e-05
394.7778015136719 1.9759096176130697e-05
394.79779052734375 1.986075221793726e-05
394.8177795410156 1.9963343220297247e-05
394.8377990722656 2.0067043806193396e-05
394.8577880859375 2.017154656641651e-05
394.8778076171875 2.027718619501684e-05
394.8977966308594 2.0383655282785185e-05
394.91778564453125 2.0491126633714885e-05
394.93780517578125 2.0599783965735696e-05
394.9577941894531 2.0709307136712596e-05
394.977783203125 2.0819876226596534e-05
394.997802734375 2.093168041028548e-05
395.0177917480469 2.1044392269686796e-05
395.0378112792969 2.1158366507734172e-05
395.05780029296875 2.127327570633497e-05
395.0777893066406 2.1389305402408354e-05
395.0978088378906 2.150665568478871e-05
395.1177978515625 2.1624993678415194e-05
395.1377868652344 2.1744499463238753e-05
395.1578063964844 2.1865385861019604e-05
395.17779541015625 2.1987294530845247e-05
395.1977844238281 2.21104401134653e-05
395.2178039550781 2.223502451670356e-05
395.23779296875 2.236069121863693e-05
395.2578125 2.2487838577944785e-05
395.2778015136719 2.2616102796746418e-05
395.29779052734375 2.274569487781264e-05
395.31781005859375 2.2876844013808295e-05
395.3377990722656 2.300916639796924e-05
395.3577880859375 2.3142885765992105e-05
395.3778076171875 2.327823131054174e-05
395.3977966308594 2.3414806491928175e-05
395.4178161621094 2.3553058781544678e-05
395.43780517578125 2.369258800172247e-05
395.4577941894531 2.3833632440073416e-05
395.4778137207031 2.397643038420938e-05
395.497802734375 2.4120574380503967e-05
395.517822265625 2.426653190923389e-05
395.5378112792969 2.441388278384693e-05
395.55780029296875 2.456287074892316e-05
395.57781982421875 2.47137613769155e-05
395.5978088378906 2.48661199293565e-05
395.6177978515625 2.5020204702741466e-05
395.6378173828125 2.5176290364470333e-05
395.6578063964844 2.5333927624160424e-05
395.67779541015625 2.549338933022227e-05
395.69781494140625 2.5654946512077004e-05
395.7178039550781 2.581814806035254e-05
395.73779296875 2.5983275918406434e-05
395.7578125 2.615062112454325e-05
395.7778015136719 2.631970346556045e-05
395.7978210449219 2.6491081371204928e-05
395.81781005859375 2.666427826625295e-05
395.8377990722656 2.6839585189009085e-05
395.8578186035156 2.7017315005650744e-05
395.8778076171875 2.719696749409195e-05
395.8977966308594 2.7378857339499518e-05
395.9178161621094 2.7563317416934296e-05
395.93780517578125 2.774982203845866e-05
395.95782470703125 2.79389823845122e-05
395.9778137207031 2.8130274586146697e-05
395.997802734375 2.8324038794380613e-05
396.017822265625 2.8520611522253603e-05
396.0378112792969 2.871945071092341e-05
396.0578308105469 2.8921225748490542e-05
396.07781982421875 2.912535819632467e-05
396.0978088378906 2.933222276624292e-05
396.1178283691406 2.9542192351073027e-05
396.1378173828125 2.9754688512184657e-05
396.1578063964844 2.997008414240554e-05
396.1778259277344 3.0188784876372665e-05
396.19781494140625 3.0410184990614653e-05
396.2178039550781 3.063468466280028e-05
396.2378234863281 3.086270226049237e-05
396.2578125 3.10936156893149e-05
396.27783203125 3.132819620077498e-05
396.2978210449219 3.156581806251779e-05
396.31781005859375 3.180690328008495e-05
396.33782958984375 3.205191751476377e-05
396.3578186035156 3.2300195016432554e-05
396.3778076171875 3.255219053244218e-05
396.3978271484375 3.280839155195281e-05
396.4178161621094 3.3068110496969894e-05
396.43780517578125 3.3331823942717165e-05
396.45782470703125 3.360005212016404e-05
396.4778137207031 3.387208198546432e-05
396.4978332519531 3.414884122321382e-05
396.517822265625 3.442959859967232e-05
396.537841796875 3.4715321817202494e-05
396.5578308105469 3.500527236610651e-05
396.57781982421875 3.529998502926901e-05
396.59783935546875 3.560006734915078e-05
396.6178283691406 3.590472260839306e-05
396.6378173828125 3.621454379754141e-05
396.6578369140625 3.6530163924908265e-05
396.6778259277344 3.685076808324084e-05
396.69781494140625 3.7176992918830365e-05
396.71783447265625 3.750949690584093e-05
396.7378234863281 3.784744694712572e-05
396.7578430175781 3.819205448962748e-05
396.77783203125 3.854243186651729e-05
396.7978210449219 3.889931394951418e-05
396.8178405761719 3.926345380023122e-05
396.83782958984375 3.963394192396663e-05
396.8578186035156 4.0011560486163944e-05
396.8778381347656 4.039712803205475e-05
396.8978271484375 4.078969868714921e-05
396.9178161621094 4.119011282455176e-05
396.9378356933594 4.159927266300656e-05
396.95782470703125 4.2016203224193305e-05
396.9778137207031 4.244180308887735e-05
396.9978332519531 4.28770508733578e-05
397.0178527832031 4.3321619159542024e-05
397.037841796875 4.377515506348573e-05
397.0578308105469 4.423869540914893e-05
397.0778503417969 4.471332795219496e-05
397.09783935546875 4.519801586866379e-05
397.1178283691406 4.5693879656028e-05
397.1378479003906 4.620215986506082e-05
397.1578369140625 4.672178329201415e-05
397.1778259277344 4.7254012315534055e-05
397.1978454589844 4.7800218453630805e-05
397.21783447265625 4.835931758861989e-05
397.2378234863281 4.893273944617249e-05
397.2578430175781 4.952203744323924e-05
397.27783203125 5.012610927224159e-05
397.2978515625 5.074756336398423e-05
397.3178405761719 5.138527922099456e-05
397.33782958984375 5.20411049365066e-05
397.35784912109375 5.2716983191203326e-05
397.3778381347656 5.341189535101876e-05
397.3978271484375 5.412795871961862e-05
397.4178466796875 5.4867519793333486e-05
397.4378356933594 5.562965088756755e-05
397.45782470703125 5.641690222546458e-05
397.47784423828125 5.723215872421861e-05
397.4978332519531 5.807472189189866e-05
397.5178527832031 5.894913920201361e-05
397.537841796875 5.985499592497945e-05
397.557861328125 6.0797578044002876e-05
397.5778503417969 6.177682371344417e-05
397.59783935546875 6.279740773607045e-05
397.61785888671875 6.386468157870695e-05
397.6378479003906 6.497965659946203e-05
397.6578369140625 6.614883022848517e-05
397.6778564453125 6.73797694616951e-05
397.6978454589844 6.867531919851899e-05
397.71783447265625 7.004497456364334e-05
397.73785400390625 7.149986049626023e-05
397.7578430175781 7.304592872969806e-05
397.7778625488281 7.469994307029992e-05
397.7978515625 7.647066377103329e-05
397.8178405761719 7.837676093913615e-05
397.8378601074219 8.043985872063786e-05
397.85784912109375 8.267501834779978e-05
397.8778381347656 8.510916086379439e-05
397.8978576660156 8.777414768701419e-05
397.9178466796875 9.069235966308042e-05
397.9378356933594 9.390160266775638e-05
397.9578552246094 9.744567796587944e-05
397.97784423828125 0.00010135465709026903
397.9978332519531 0.00010567773279035464
398.0178527832031 0.00011047057341784239
398.037841796875 0.00011576787801459432
398.057861328125 0.00012163722567493096
398.0778503417969 0.00012811330088879913
398.0978698730469 0.00013526825932785869
398.11785888671875 0.00014312975690700114
398.1378479003906 0.0001517569471616298
398.1578674316406 0.00016120723739732057
398.1778564453125 0.00017148963524959981
398.1978454589844 0.00018264770915266126
398.2178649902344 0.0001947208947967738
398.23785400390625 0.00020768362446688116
398.2578430175781 0.00022155314218252897
398.2778625488281 0.00023633998353034258
398.2978515625 0.0002519753761589527
398.31787109375 0.0002684714272618294
398.3378601074219 0.0002857304934877902
398.35784912109375 0.00030372277251444757
398.37786865234375 0.00032241447479464114
398.3978576660156 0.00034168263664469123
398.4178466796875 0.0003614878805819899
398.4378662109375 0.00038179795956239104
398.4578552246094 0.0004024938098154962
398.47784423828125 0.0004235604719724506
398.49786376953125 0.00044500030344352126
398.5178527832031 0.000466736702946946
398.5378723144531 0.0004888478433713317
398.557861328125 0.0005113030201755464
398.577880859375 0.0005342335789464414
398.5978698730469 0.0005576629191637039
398.61785888671875 0.0005817420897074044
398.63787841796875 0.0006066552014090121
398.6578674316406 0.0006324926507659256
398.6778564453125 0.0006594755686819553
398.6978759765625 0.0006878460990265012
398.7178649902344 0.0007177202496677637
398.73785400390625 0.0007493406301364303
398.75787353515625 0.0007829511305317283
398.7778625488281 0.0008186210179701447
398.7978820800781 0.000856605009175837
398.81787109375 0.0008968972251750529
398.8378601074219 0.0009396193781867623
398.8578796386719 0.0009848610498011112
398.87786865234375 0.0010324467439204454
398.8978576660156 0.001082349568605423
398.9178771972656 0.0011344986269250512
398.9378662109375 0.0011885224375873804
398.9578552246094 0.0012442333390936255
398.9778747558594 0.0013014028081670403
398.99786376953125 0.001359495334327221
399.0178527832031 0.0014182021841406822
399.0378723144531 0.001477191923186183
399.057861328125 0.0015358496457338333
399.077880859375 0.0015939146978780627
399.0978698730469 0.0016507790423929691
399.1178894042969 0.001706206938251853
399.13787841796875 0.0017596464604139328
399.1578674316406 0.0018108438234776258
399.1778869628906 0.0018595752771943808
399.1978759765625 0.0019054478034377098
399.2178649902344 0.0019483501091599464
399.2378845214844 0.0019882088527083397
399.25787353515625 0.00202482589520514
399.2778625488281 0.002058241982012987
399.2978820800781 0.002088528824970126
399.31787109375 0.002115665003657341
399.337890625 0.0021398423705250025
399.3578796386719 0.0021611275151371956
399.37786865234375 0.0021797209046781063
399.39788818359375 0.0021958244033157825
399.4178771972656 0.0022095763124525547
399.4378662109375 0.0022211940959095955
399.4578857421875 0.0022308772895485163
399.4778747558594 0.0022387802600860596
399.49786376953125 0.0022450885735452175
399.51788330078125 0.0022499694023281336
399.5378723144531 0.0022535533644258976
399.5578918457031 0.002255986677482724
399.577880859375 0.002257383894175291
399.5978698730469 0.0022578625939786434
399.6178894042969 0.002257527085021138
399.63787841796875 0.002256479114294052
399.65789794921875 0.002254816237837076
399.6778869628906 0.0022526439279317856
399.6978759765625 0.0022500655613839626
399.7178955078125 0.00224718963727355
399.7378845214844 0.0022441456094384193
399.75787353515625 0.0022410606034100056
399.77789306640625 0.00223807105794549
399.7978820800781 0.0022353376261889935
399.8179016113281 0.0022330114152282476
399.837890625 0.002231264254078269
399.8578796386719 0.002230261918157339
399.8778991699219 0.0022301720455288887
399.89788818359375 0.00223115598782897
399.9178771972656 0.00223336648195982
399.9378967285156 0.002236944157630205
399.9578857421875 0.002241997281089425
399.9778747558594 0.002248618518933654
399.9978942871094 0.002256886102259159
400.01788330078125 0.0022668035235255957
400.03790283203125 0.0022783945314586163
400.0578918457031 0.002291582990437746
400.077880859375 0.002306305570527911
400.097900390625 0.002322474494576454
400.1178894042969 0.002339893952012062
400.13787841796875 0.0023584128357470036
400.15789794921875 0.0023778658360242844
400.1778869628906 0.0023979784455150366
400.1979064941406 0.002418588614091277
400.2178955078125 0.002439408330246806
400.2378845214844 0.002460252493619919
400.2579040527344 0.002480949740856886
400.27789306640625 0.002501258160918951
400.29791259765625 0.0025210913736373186
400.3179016113281 0.0025402780156582594
400.337890625 0.002558778738602996
400.35791015625 0.0025765993632376194
400.3778991699219 0.002593712415546179
400.39788818359375 0.0026102224364876747
400.41790771484375 0.002626280067488551
400.4378967285156 0.002642011269927025
400.4578857421875 0.002657658886164427
400.4779052734375 0.00267350347712636
400.4978942871094 0.002689788118004799
400.51788330078125 0.0027068504132330418
400.53790283203125 0.0027250528801232576
400.5578918457031 0.002744680270552635
400.5779113769531 0.002766135148704052
400.597900390625 0.0027896834071725607
400.6178894042969 0.002815668936818838
400.6379089355469 0.002844422124326229
400.65789794921875 0.0028761066496372223
400.6778869628906 0.0029109667520970106
400.6979064941406 0.0029492208268493414
400.7178955078125 0.002990849781781435
400.7379150390625 0.003036020789295435
400.7579040527344 0.003084572497755289
400.77789306640625 0.0031364825554192066
400.79791259765625 0.0031916857697069645
400.8179016113281 0.003249799832701683
400.8379211425781 0.0033107325434684753
400.85791015625 0.003373978193849325
400.8778991699219 0.003439263440668583
