Energy XES
358.4251708984375 7.63900789024774e-06
358.4451599121094 7.649810868315399e-06
358.46514892578125 7.660640221729409e-06
358.48516845703125 7.6715114118997e-06
358.5051574707031 7.68239169701701e-06
358.525146484375 7.693298357480671e-06
358.545166015625 7.704249583184719e-06
358.5651550292969 7.715210813330486e-06
358.5851745605469 7.726215699221939e-06
358.60516357421875 7.737229680060409e-06
358.6251525878906 7.748270945739932e-06
358.6451721191406 7.759354957670439e-06
358.6651611328125 7.770445336063858e-06
358.6851806640625 7.781576641718857e-06
358.7051696777344 7.792714313836768e-06
358.72515869140625 7.803874723322224e-06
358.74517822265625 7.815073331585154e-06
358.7651672363281 7.82627466833219e-06
358.78515625 7.837498742446769e-06
358.80517578125 7.848760105844121e-06
358.8251647949219 7.860026016714983e-06
358.84515380859375 7.871312845963985e-06
358.86517333984375 7.882641511969268e-06
358.8851623535156 7.893976544437464e-06
358.9051513671875 7.905336133262608e-06
358.9251708984375 7.916740287328139e-06
358.9451599121094 7.928153536340687e-06
358.9651794433594 7.939610441098921e-06
358.98516845703125 7.95108007878298e-06
359.0051574707031 7.962578820297495e-06
359.0251770019531 7.9741239460418e-06
359.045166015625 7.98568180471193e-06
359.0651550292969 7.997268767212518e-06
359.0851745605469 8.008903023437597e-06
359.10516357421875 8.0205491030938e-06
359.12518310546875 8.032241566979792e-06
359.1451721191406 8.043944035307504e-06
359.1651611328125 8.05567378847627e-06
359.1851806640625 8.06744719739072e-06
359.2051696777344 8.079228791757487e-06
359.2251892089844 8.09105495136464e-06
359.24517822265625 8.102888386929408e-06
359.2651672363281 8.11474455986172e-06
359.2851867675781 8.126642569550313e-06
359.30517578125 8.13854785519652e-06
359.3251647949219 8.150477697199676e-06
359.3451843261719 8.162449375959113e-06
359.36517333984375 8.174430149665568e-06
359.3851623535156 8.186437298718374e-06
359.4051818847656 8.198487194022164e-06
359.4251708984375 8.21054527477827e-06
359.4451904296875 8.222651558753569e-06
359.4651794433594 8.234766028181184e-06
359.48516845703125 8.246908691944554e-06
359.50518798828125 8.259097739937715e-06
359.5251770019531 8.271298611361999e-06
359.545166015625 8.28352858661674e-06
359.565185546875 8.29580949357478e-06
359.5851745605469 8.308102223963942e-06
359.6051940917969 8.320445886056405e-06
359.62518310546875 8.332804100064095e-06
359.6451721191406 8.345191417902242e-06
359.6651916503906 8.35763057693839e-06
359.6851806640625 8.370081559405662e-06
359.7052001953125 8.38258165458683e-06
359.7251892089844 8.395091754209716e-06
359.74517822265625 8.407629138673656e-06
359.76519775390625 8.420213816862088e-06
359.7851867675781 8.432804861513432e-06
359.80517578125 8.445422281511128e-06
359.8251953125 8.45808426674921e-06
359.8451843261719 8.470753527944908e-06
359.86517333984375 8.483451892971061e-06
359.88519287109375 8.496196642227005e-06
359.9051818847656 8.508949576935265e-06
359.9252014160156 8.52175071486272e-06
359.9451904296875 8.534561857231893e-06
359.9651794433594 8.547403012926225e-06
359.9851989746094 8.560293281334452e-06
360.00518798828125 8.573195373173803e-06
360.0251770019531 8.586128387833014e-06
360.0451965332031 8.599112334195524e-06
360.065185546875 8.61210901348386e-06
360.0851745605469 8.625138434581459e-06
360.1051940917969 8.638224244350567e-06
360.12518310546875 8.651324606034905e-06
360.14520263671875 8.664478627906647e-06
360.1651916503906 8.677648111188319e-06
360.1852111816406 8.6908739831415e-06
360.2052001953125 8.704113497515209e-06
360.2251892089844 8.717386663192883e-06
360.2452087402344 8.730710760573857e-06
360.26519775390625 8.74404486239655e-06
360.2851867675781 8.757411706028506e-06
360.3052062988281 8.770824933890253e-06
360.3251953125 8.784245437709615e-06
360.3451843261719 8.797695954854134e-06
360.3652038574219 8.811194675217848e-06
360.38519287109375 8.824701581033878e-06
360.4051818847656 8.838237590680365e-06
360.4252014160156 8.85182453203015e-06
360.4451904296875 8.865421477821656e-06
360.4652099609375 8.879070264811162e-06
360.4851989746094 8.892731784726493e-06
360.50518798828125 8.906425136956386e-06
360.52520751953125 8.920169420889579e-06
360.5451965332031 8.933928256738e-06
360.565185546875 8.947718924900983e-06
360.585205078125 8.961567800724879e-06
360.6051940917969 8.975430318969302e-06
360.62518310546875 8.989330126496498e-06
360.64520263671875 9.00328996067401e-06
360.6651916503906 9.017267075250857e-06
360.6852111816406 9.031303306983318e-06
360.7052001953125 9.045357728609815e-06
360.7252197265625 9.059471267391928e-06
360.7452087402344 9.073602086573374e-06
360.76519775390625 9.087768376048189e-06
360.78521728515625 9.101991963689215e-06
360.8052062988281 9.116229193750769e-06
360.8251953125 9.130499165621586e-06
360.84521484375 9.144825526163913e-06
360.8652038574219 9.159163710137364e-06
360.88519287109375 9.173532816930674e-06
360.90521240234375 9.187959221890196e-06
360.9252014160156 9.20239654078614e-06
360.9452209472656 9.216889338858891e-06
360.9652099609375 9.231392141373362e-06
360.9851989746094 9.245929504686501e-06
361.0052185058594 9.260522347176448e-06
361.02520751953125 9.275126103602815e-06
361.0451965332031 9.289762601838447e-06
361.0652160644531 9.304454579250887e-06
361.085205078125 9.319161108578555e-06
361.1051940917969 9.333902198704891e-06
361.1252136230469 9.348704224976245e-06
361.14520263671875 9.36352171265753e-06
361.1651916503906 9.378381037095096e-06
361.1852111816406 9.393304026161786e-06
361.2052307128906 9.40826976147946e-06
361.2252197265625 9.423252777196467e-06
361.2452087402344 9.43827944865916e-06
361.2652282714844 9.453369784750976e-06
361.28521728515625 9.468477401242126e-06
361.3052062988281 9.48362321651075e-06
361.3252258300781 9.498830877419095e-06
361.34521484375 9.514050361758564e-06
361.3652038574219 9.529308044875506e-06
361.3852233886719 9.544624845148064e-06
361.40521240234375 9.559955287841149e-06
361.4252014160156 9.5753202913329e-06
361.4452209472656 9.590744411980268e-06
361.4652099609375 9.606183994037565e-06
361.4852294921875 9.621684512239881e-06
361.5052185058594 9.63719685387332e-06
361.52520751953125 9.652749213273637e-06
361.54522705078125 9.668363418313675e-06
361.5652160644531 9.68399217526894e-06
361.585205078125 9.699660949991085e-06
361.605224609375 9.715393389342353e-06
361.6252136230469 9.73114583757706e-06
361.64520263671875 9.74694103206275e-06
361.66522216796875 9.762804438651074e-06
361.6852111816406 9.778686944628134e-06
361.7052307128906 9.794640391191933e-06
361.7252197265625 9.810615665628575e-06
361.7452392578125 9.82665915216785e-06
361.7652282714844 9.842724466579966e-06
361.78521728515625 9.858833436737768e-06
361.80523681640625 9.8750088000088e-06
361.8252258300781 9.891202353173867e-06
361.84521484375 9.907436833600514e-06
361.865234375 9.923734978656285e-06
361.8852233886719 9.940047675627284e-06
361.90521240234375 9.956401299859863e-06
361.92523193359375 9.97282040771097e-06
361.9452209472656 9.989254067477304e-06
361.9652404785156 1.000575502985157e-05
361.9852294921875 1.0022270544141065e-05
362.0052185058594 1.0038826076197438e-05
362.0252380371094 1.0055447091872338e-05
362.04522705078125 1.0072082659462467e-05
362.0652160644531 1.0088759154314175e-05
362.0852355957031 1.0105502951773815e-05
362.105224609375 1.0122261301148683e-05
362.1252136230469 1.0139063306269236e-05
362.1452331542969 1.0155934432987124e-05
362.16522216796875 1.0172823749599047e-05
362.1852111816406 1.018975945044076e-05
362.2052307128906 1.0206770639342722e-05
362.2252197265625 1.022380638460163e-05
362.2452392578125 1.0240918527415488e-05
362.2652282714844 1.0258054317091592e-05
362.2852478027344 1.0275266504322644e-05
362.30523681640625 1.029250597639475e-05
362.3252258300781 1.030979365168605e-05
362.3452453613281 1.0327157724532299e-05
362.365234375 1.0344544534746092e-05
362.3852233886719 1.0361976819694974e-05
362.4052429199219 1.0379482773714699e-05
362.42523193359375 1.039700691762846e-05
362.44525146484375 1.0414602002128959e-05
362.4652404785156 1.0432214367028791e-05
362.4852294921875 1.044987038767431e-05
362.5052490234375 1.0467598258401267e-05
362.5252380371094 1.0485341590538155e-05
362.54522705078125 1.0503128578420728e-05
362.56524658203125 1.0520988325879443e-05
362.5852355957031 1.0538866263232194e-05
362.605224609375 1.0556790584814735e-05
362.625244140625 1.0574787665973417e-05
362.6452331542969 1.0592809303489048e-05
362.66522216796875 1.061087823472917e-05
362.68524169921875 1.0629028110997751e-05
362.7052307128906 1.0647201634128578e-05
362.7252502441406 1.066545519279316e-05
362.7452392578125 1.0683738764782902e-05
362.7652282714844 1.0702075087465346e-05
362.7852478027344 1.0720496902649757e-05
362.80523681640625 1.0738944183685817e-05
362.82525634765625 1.0757473319245037e-05
362.8452453613281 1.077602973964531e-05
362.865234375 1.0794638001243584e-05
362.88525390625 1.0813327207870316e-05
362.9052429199219 1.0832039151864592e-05
362.92523193359375 1.0850800208572764e-05
362.94525146484375 1.0869639481825288e-05
362.9652404785156 1.0888496944971848e-05
362.9852600097656 1.0907433534157462e-05
363.0052490234375 1.0926388313237112e-05
363.0252380371094 1.0945392205030657e-05
363.0452575683594 1.0964473403873853e-05
363.06524658203125 1.0983577340084594e-05
363.0852355957031 1.1002732207998633e-05
363.1052551269531 1.102196802094113e-05
363.125244140625 1.1041228390240576e-05
363.1452331542969 1.1060543329222128e-05
363.1652526855469 1.1079944670200348e-05
363.18524169921875 1.1099369658040814e-05
363.20526123046875 1.1118880138383247e-05
363.2252502441406 1.1138418813061435e-05
363.2452392578125 1.1158014785905834e-05
363.2652587890625 1.1177697160746902e-05
363.2852478027344 1.1197408639418427e-05
363.30523681640625 1.1217176506761461e-05
363.32525634765625 1.1237032595090568e-05
363.3452453613281 1.1256920515734237e-05
363.3652648925781 1.1276896657363977e-05
363.38525390625 1.1296901902824175e-05
363.4052429199219 1.1316966265439987e-05
363.4252624511719 1.1337121577525977e-05
363.44525146484375 1.1357305083947722e-05
363.46527099609375 1.1377576811355539e-05
363.4852600097656 1.1397874914109707e-05
363.5052490234375 1.1418227586545981e-05
363.5252685546875 1.143866938946303e-05
363.5452575683594 1.1459134839242324e-05
363.56524658203125 1.1479653949209023e-05
363.58526611328125 1.1500262189656496e-05
363.6052551269531 1.1520894986460917e-05
363.625244140625 1.1541585081431549e-05
363.645263671875 1.1562363397388253e-05
363.6652526855469 1.1583168998186011e-05
363.6852722167969 1.1604064638959244e-05
363.70526123046875 1.1624990293057635e-05
363.7252502441406 1.1645976883301046e-05
363.7452697753906 1.1667057151498739e-05
363.7652587890625 1.1688168342516292e-05
363.7852478027344 1.1709345926647075e-05
363.8052673339844 1.1730620826710947e-05
363.82525634765625 1.175193210656289e-05
363.84527587890625 1.1773342521337327e-05
363.8652648925781 1.1794789315899834e-05
363.88525390625 1.1816306141554378e-05
363.9052734375 1.1837926649604924e-05
363.9252624511719 1.1859579899464734e-05
363.9452819824219 1.1881332284247037e-05
363.96527099609375 1.1903116501343902e-05
363.9852600097656 1.1924961654585786e-05
364.0052795410156 1.194690412376076e-05
364.0252685546875 1.196887023979798e-05
364.0452575683594 1.1990897291980218e-05
364.0652770996094 1.2013016203127336e-05
364.08526611328125 1.2035162399115507e-05
364.1052551269531 1.2057368621753994e-05
364.1252746582031 1.2079672160325572e-05
364.145263671875 1.2102004802727606e-05
364.1652526855469 1.212440383824287e-05
364.1852722167969 1.2146902918175329e-05
364.20526123046875 1.2169436558906455e-05
364.22528076171875 1.2192073882033583e-05
364.2452697753906 1.2214744856464677e-05
364.2652587890625 1.223748768097721e-05
364.2852783203125 1.226033600687515e-05
364.3052673339844 1.228322071256116e-05
364.32525634765625 1.2306179996812716e-05
364.34527587890625 1.2329247510933783e-05
364.3652648925781 1.235235595231643e-05
364.3852844238281 1.2375577171042096e-05
364.4052734375 1.239883840753464e-05
364.4252624511719 1.2422176951076835e-05
364.4452819824219 1.2445625543477945e-05
364.46527099609375 1.2469111425161827e-05
364.48529052734375 1.249270553671522e-05
364.5052795410156 1.2516336028056685e-05
364.5252685546875 1.2540036550490186e-05
364.5452880859375 1.2563843483803794e-05
364.5652770996094 1.2587684068421368e-05
364.58526611328125 1.2611593774636276e-05
364.60528564453125 1.2635610801225994e-05
364.6252746582031 1.2659661479119677e-05
364.645263671875 1.2683785826084204e-05
364.665283203125 1.2708020221907645e-05
364.6852722167969 1.2732292816508561e-05
364.7052917480469 1.2756675459968392e-05
364.72528076171875 1.2781093573721591e-05
364.7452697753906 1.280558808502974e-05
364.7652893066406 1.2830194464186206e-05
364.7852783203125 1.2854839042120147e-05
364.8052673339844 1.2879561836598441e-05
364.8252868652344 1.2904401046398561e-05
364.84527587890625 1.2929282092954963e-05
364.8652648925781 1.2954246813023929e-05
364.8852844238281 1.2979333405382931e-05
364.9052734375 1.3004470019950531e-05
364.92529296875 1.3029731235292275e-05
364.9452819824219 1.3055043382337317e-05
364.9653015136719 1.3080480130156502e-05
364.98529052734375 1.3105965990689583e-05
365.0052795410156 1.3131534615240525e-05
365.0252990722656 1.3157225112081505e-05
365.0452880859375 1.3182957445678767e-05
365.0652770996094 1.3208766176830977e-05
365.0852966308594 1.3234693142294418e-05
365.10528564453125 1.3260658306535333e-05
365.1252746582031 1.32867007778259e-05
365.1452941894531 1.3312861483427696e-05
365.165283203125 1.333906220679637e-05
365.1852722167969 1.3365345694182906e-05
365.2052917480469 1.3391751963354181e-05
365.22528076171875 1.3418200069281738e-05
365.24530029296875 1.344477368547814e-05
365.2652893066406 1.3471394595399033e-05
365.2852783203125 1.3498102816811297e-05
365.3052978515625 1.3524939276976511e-05
365.3252868652344 1.3551823030866217e-05
365.34527587890625 1.35787977342261e-05
365.36529541015625 1.3605907952296548e-05
365.3852844238281 1.3633070921059698e-05
365.4052734375 1.3660328477271833e-05
365.42529296875 1.3687724276678637e-05
365.4453125 1.3715219211007934e-05
365.4653015136719 1.374276962451404e-05
365.48529052734375 1.3770417353953235e-05
365.50531005859375 1.3798202417092398e-05
365.5252990722656 1.382603841193486e-05
365.5452880859375 1.3853969903721008e-05
365.5653076171875 1.3882035091228317e-05
365.5852966308594 1.3910149391449522e-05
365.60528564453125 1.3938355550635606e-05
365.62530517578125 1.3966697224532254e-05
365.6452941894531 1.3995088011142798e-05
365.665283203125 1.4023572475707624e-05
365.685302734375 1.4052197911951225e-05
365.7052917480469 1.4080872460908722e-05
365.7253112792969 1.410968616255559e-05
365.74530029296875 1.4138550795905758e-05
365.7652893066406 1.4167510926199611e-05
365.7853088378906 1.4196611118677538e-05
365.8052978515625 1.4225762242858764e-05
365.8252868652344 1.4255008863983676e-05
365.8453063964844 1.4284396456787363e-05
365.86529541015625 1.4313842257251963e-05
365.8852844238281 1.4343387192639057e-05
365.9053039550781 1.4373084013641346e-05
365.92529296875 1.4402841770788655e-05
365.9453125 1.4432755051529966e-05
365.9653015136719 1.4462733815889806e-05
365.9853210449219 1.4492870832327753e-05
366.00531005859375 1.4523075151373632e-05
366.0252990722656 1.4553392247762531e-05
366.0453186035156 1.4583867596229538e-05
366.0653076171875 1.461440660932567e-05
366.0852966308594 1.4645055671280716e-05
366.1053161621094 1.4675859347335063e-05
366.12530517578125 1.4706722140545025e-05
366.1452941894531 1.4737694982613903e-05
366.1653137207031 1.476882152928738e-05
366.185302734375 1.4800003555137664e-05
366.205322265625 1.4831342923571356e-05
366.2253112792969 1.4862741409160662e-05
366.24530029296875 1.4894245396135375e-05
366.26531982421875 1.4925905816198792e-05
366.2853088378906 1.4957626262912527e-05
366.3052978515625 1.4989456758485176e-05
366.3253173828125 1.5021442777651828e-05
366.3453063964844 1.505349518993171e-05
366.36529541015625 1.5085661289049312e-05
366.38531494140625 1.5117992006707937e-05
366.4053039550781 1.5150393664953299e-05
366.42529296875 1.5182919014478102e-05
366.4453125 1.5215618077490944e-05
366.4653015136719 1.5248394447553437e-05
366.4853210449219 1.5281348169082776e-05
366.50531005859375 1.5314382835640572e-05
366.52532958984375 1.5347593944170512e-05
366.5453186035156 1.5380879631265998e-05
366.5653076171875 1.5414294466609135e-05
366.5853271484375 1.544788756291382e-05
366.6053161621094 1.5481547961826436e-05
366.62530517578125 1.5515333871007897e-05
366.64532470703125 1.55492962221615e-05
366.6653137207031 1.5583329513901845e-05
366.685302734375 1.561748649692163e-05
366.705322265625 1.5651819921913557e-05
366.7253112792969 1.5686226106481627e-05
366.7453308105469 1.5720806914032437e-05
366.76531982421875 1.5755464119138196e-05
366.7853088378906 1.5790248653502204e-05
366.8053283691406 1.5825218724785373e-05
366.8253173828125 1.586025973665528e-05
366.8453063964844 1.589543535374105e-05
366.8653259277344 1.5930798326735385e-05
366.88531494140625 1.5966241335263476e-05
366.9053039550781 1.6001820767996833e-05
366.9253234863281 1.6037596651585773e-05
366.9453125 1.6073456208687276e-05
366.96533203125 1.610951585462317e-05
366.9853210449219 1.614566099306103e-05
367.00531005859375 1.6181948012672365e-05
367.02532958984375 1.62184405780863e-05
367.0453186035156 1.6255022273981012e-05
367.0653381347656 1.6291805877699517e-05
367.0853271484375 1.6328682249877602e-05
367.1053161621094 1.6365705960197374e-05
367.1253356933594 1.6402933397330344e-05
367.14532470703125 1.644025178393349e-05
367.1653137207031 1.6477719327667728e-05
367.1853332519531 1.6515390598215163e-05
367.205322265625 1.6553154637222178e-05
367.225341796875 1.659112240304239e-05
367.2453308105469 1.662917566136457e-05
367.26531982421875 1.6667374438839033e-05
367.28533935546875 1.6705776943126693e-05
367.3053283691406 1.674427039688453e-05
367.3253173828125 1.678290755080525e-05
367.3453369140625 1.6821753888507374e-05
367.3653259277344 1.6860691175679676e-05
367.38531494140625 1.6899781257961877e-05
367.40533447265625 1.69390877999831e-05
367.4253234863281 1.6978494386421517e-05
367.4453125 1.701806286291685e-05
367.46533203125 1.7057858713087626e-05
367.4853210449219 1.709776188363321e-05
367.5053405761719 1.713789788482245e-05
367.52532958984375 1.7178144844365306e-05
367.5453186035156 1.72185646079015e-05
367.5653381347656 1.725921902107075e-05
367.5853271484375 1.7299989849561825e-05
367.6053466796875 1.7340997146675363e-05
367.6253356933594 1.7382113583153114e-05
367.64532470703125 1.74234028236242e-05
367.66534423828125 1.7464930351707153e-05
367.6853332519531 1.7506567019154318e-05
367.705322265625 1.754837649059482e-05
367.725341796875 1.7590427887625992e-05
367.7453308105469 1.7632581148063764e-05
367.7653503417969 1.7674974515102804e-05
367.78533935546875 1.771748429746367e-05
367.8053283691406 1.776016506482847e-05
367.8253479003906 1.7803089576773345e-05
367.8453369140625 1.7846128685050644e-05
367.8653259277344 1.7889349692268297e-05
367.8853454589844 1.793281626305543e-05
367.90533447265625 1.7976406525122002e-05
367.9253234863281 1.8020187781075947e-05
367.9453430175781 1.8064225514535792e-05
367.96533203125 1.8108385120285675e-05
367.9853515625 1.815281211747788e-05
368.0053405761719 1.819736644392833e-05
368.02532958984375 1.824211904022377e-05
368.04534912109375 1.8287137208972126e-05
368.0653381347656 1.833229180192575e-05
368.0853271484375 1.8377648302703165e-05
368.1053466796875 1.8423283108859323e-05
368.1253356933594 1.846905615821015e-05
368.1453552246094 1.851510751293972e-05
368.16534423828125 1.8561298929853365e-05
368.1853332519531 1.8607703168527223e-05
368.2053527832031 1.8654387531569228e-05
368.225341796875 1.8701215594774112e-05
368.245361328125 1.874832196335774e-05
368.2653503417969 1.8795566575136036e-05
368.28533935546875 1.8843018551706336e-05
368.30535888671875 1.889075429062359e-05
368.3253479003906 1.8938624634756707e-05
368.3453369140625 1.8986702343681827e-05
368.3653564453125 1.903506927192211e-05
368.3853454589844 1.9083574443357065e-05
368.40533447265625 1.9132299712509848e-05
368.42535400390625 1.9181323295924813e-05
368.4453430175781 1.923049785546027e-05
368.4653625488281 1.927997436723672e-05
368.4853515625 1.932961276907008e-05
368.5053405761719 1.9379484001547098e-05
368.5253601074219 1.9429679014137946e-05
368.54534912109375 1.9480037735775113e-05
368.5653381347656 1.9530643839971162e-05
368.5853576660156 1.9581575543270446e-05
368.6053466796875 1.963268186955247e-05
368.6253662109375 1.968411925190594e-05
368.6453552246094 1.9735733076231554e-05
368.66534423828125 1.978759974008426e-05
368.68536376953125 1.9839802916976623e-05
368.7053527832031 1.9892186173819937e-05
368.7253723144531 1.9944900486734696e-05
368.745361328125 1.99977912416216e-05
368.7653503417969 2.0050936655024998e-05
368.7853698730469 2.0104414943489246e-05
368.80535888671875 2.015806603594683e-05
368.8253479003906 2.021197542489972e-05
368.8453674316406 2.026622496487107e-05
368.8653564453125 2.0320654584793374e-05
368.8853454589844 2.037534795817919e-05
368.9053649902344 2.0430392396519892e-05
368.92535400390625 2.0485624190769158e-05
368.9453430175781 2.054113610938657e-05
368.9653625488281 2.0597013644874096e-05
368.9853515625 2.06530858122278e-05
369.00537109375 2.0709527234430425e-05
369.0253601074219 2.0766170564456843e-05
369.04534912109375 2.0823103113798425e-05
369.06536865234375 2.0880421288893558e-05
369.0853576660156 2.0937945009791292e-05
369.1053466796875 2.0995770682930015e-05
369.1253662109375 2.1053991076769307e-05
369.1453552246094 2.1112429749337025e-05
369.1653747558594 2.117127223755233e-05
369.18536376953125 2.1230334823485464e-05
369.2053527832031 2.1289717551553622e-05
369.2253723144531 2.134951137122698e-05
369.245361328125 2.140953074558638e-05
369.265380859375 2.146996666851919e-05
369.2853698730469 2.1530624508159235e-05
369.30535888671875 2.1591607946902514e-05
369.32537841796875 2.1653009753208607e-05
369.3453674316406 2.1714644390158355e-05
369.3653564453125 2.177660644520074e-05
369.3853759765625 2.1838994143763557e-05
369.4053649902344 2.1901618310948834e-05
369.42535400390625 2.196458081016317e-05
369.44537353515625 2.202798714279197e-05
369.4653625488281 2.2091635401011445e-05
369.4853820800781 2.2155729311634786e-05
369.50537109375 2.2220079699764028e-05
369.5253601074219 2.228478479082696e-05
