Energy XAS
393.1252136230469 1.2399055776768364e-05
393.1452331542969 1.2442819752322976e-05
393.16522216796875 1.2486787454690784e-05
393.18524169921875 1.253109712706646e-05
393.2052307128906 1.2575618711707648e-05
393.2252197265625 1.262041951122228e-05
393.2452392578125 1.26655722851865e-05
393.2652282714844 1.2710937880910933e-05
393.2852478027344 1.2756662727042567e-05
393.30523681640625 1.2802609489881434e-05
393.3252258300781 1.2848849110014271e-05
393.3452453613281 1.2895452528027818e-05
393.365234375 1.2942283319716807e-05
393.3852233886719 1.2989416973141488e-05
393.4052429199219 1.3036923519393895e-05
393.42523193359375 1.3084665624774061e-05
393.44525146484375 1.3132790627423674e-05
393.4652404785156 1.3181153917685151e-05
393.4852294921875 1.3229830074124038e-05
393.5052490234375 1.3278901860758197e-05
393.5252380371094 1.332821739197243e-05
393.54522705078125 1.3377856703300495e-05
393.56524658203125 1.3427902558760252e-05
393.5852355957031 1.3478203982231207e-05
393.605224609375 1.3528839190257713e-05
393.625244140625 1.3579890946857631e-05
393.6452331542969 1.3631207366415765e-05
393.66522216796875 1.3682868484465871e-05
393.68524169921875 1.3734958884015214e-05
393.7052307128906 1.3787324860459194e-05
393.7252502441406 1.3840128303854726e-05
393.7452392578125 1.3893211871618405e-05
393.7652282714844 1.3946661056252196e-05
393.7852478027344 1.4000559531268664e-05
393.80523681640625 1.4054749044589698e-05
393.82525634765625 1.410939876222983e-05
393.8452453613281 1.4164343156153336e-05
393.865234375 1.4219670447346289e-05
393.88525390625 1.4275470675784163e-05
393.9052429199219 1.4331577403936535e-05
393.92523193359375 1.4388076124305371e-05
393.94525146484375 1.4445062333834358e-05
393.9652404785156 1.4502365957014263e-05
393.9852600097656 1.4560162526322529e-05
394.0052490234375 1.4618281966249924e-05
394.0252380371094 1.4676817954750732e-05
394.0452575683594 1.4735861441295128e-05
394.06524658203125 1.479524053138448e-05
394.0852355957031 1.4855051631457172e-05
394.1052551269531 1.4915387509972788e-05
394.125244140625 1.4976072634453885e-05
394.1452331542969 1.5037202501844149e-05
394.1652526855469 1.509887442807667e-05
394.18524169921875 1.51609101521899e-05
394.20526123046875 1.522350066807121e-05
394.2252502441406 1.5286466805264354e-05
394.2452392578125 1.5349902241723612e-05
394.2652587890625 1.5413910659844987e-05
394.2852478027344 1.5478306522709318e-05
394.30523681640625 1.5543189874733798e-05
394.32525634765625 1.560866803629324e-05
394.3452453613281 1.5674548194510862e-05
394.3652648925781 1.5741032257210463e-05
394.38525390625 1.5807927411515266e-05
394.4052429199219 1.5875339158810675e-05
394.4252624511719 1.59433748194715e-05
394.44525146484375 1.6011836123652756e-05
394.46527099609375 1.608093771210406e-05
394.4852600097656 1.615047403902281e-05
394.5052490234375 1.622055788175203e-05
394.5252685546875 1.6291303836624138e-05
394.5452575683594 1.636249726288952e-05
394.56524658203125 1.643426003283821e-05
394.58526611328125 1.6506706742802635e-05
394.6052551269531 1.6579622752033174e-05
394.625244140625 1.6653124475851655e-05
394.645263671875 1.672734106250573e-05
394.6652526855469 1.6802046957309358e-05
394.68524169921875 1.687736039457377e-05
394.70526123046875 1.6953412341536023e-05
394.7252502441406 1.702997542452067e-05
394.7452697753906 1.71072970260866e-05
394.7652587890625 1.7185146134579554e-05
394.7852478027344 1.726364644127898e-05
394.8052673339844 1.734292891342193e-05
394.82525634765625 1.7422758901375346e-05
394.84527587890625 1.7503396520623937e-05
394.8652648925781 1.7584598026587628e-05
394.88525390625 1.7666499843471684e-05
394.9052734375 1.774923293851316e-05
394.9252624511719 1.7832555386121385e-05
394.94525146484375 1.791660179151222e-05
394.96527099609375 1.8001510397880338e-05
394.9852600097656 1.8087035641656257e-05
395.0052795410156 1.8173448552261107e-05
395.0252685546875 1.826048901421018e-05
395.0452575683594 1.8348309822613373e-05
395.0652770996094 1.8437049220665358e-05
395.08526611328125 1.8526447092881426e-05
395.1052551269531 1.861665259639267e-05
395.1252746582031 1.8707814888330176e-05
395.145263671875 1.879966839624103e-05
395.1652526855469 1.8892362277256325e-05
395.1852722167969 1.8986054783454165e-05
395.20526123046875 1.9080474885413423e-05
395.22528076171875 1.917592089739628e-05
395.2452697753906 1.9272118152002804e-05
395.2652587890625 1.9369215806364082e-05
395.2852783203125 1.9467384845484048e-05
395.3052673339844 1.9566337869036943e-05
395.32525634765625 1.9666240405058488e-05
395.34527587890625 1.976726525754202e-05
395.3652648925781 1.986910865525715e-05
395.3852844238281 1.997209619730711e-05
395.4052734375 2.007594048336614e-05
395.4252624511719 2.0180805222480558e-05
395.4452819824219 2.028687231359072e-05
395.46527099609375 2.039383070950862e-05
395.48529052734375 2.0502024199231528e-05
395.5052795410156 2.0611141735571437e-05
395.5252685546875 2.0721361579489894e-05
395.5452880859375 2.0832869267906062e-05
395.5652770996094 2.0945348296663724e-05
395.58526611328125 2.1058986021671444e-05
395.60528564453125 2.1173973436816595e-05
395.6252746582031 2.1289979486027732e-05
395.645263671875 2.1407207896118052e-05
395.665283203125 2.152585147996433e-05
395.6852722167969 2.1645570086548105e-05
395.7052917480469 2.176675116061233e-05
395.72528076171875 2.188905273214914e-05
395.7452697753906 2.2012674889992923e-05
395.7652893066406 2.2137839550850913e-05
395.7852783203125 2.2264184735831805e-05
395.8052673339844 2.239192144770641e-05
395.8252868652344 2.252127706015017e-05
395.84527587890625 2.2651882318314165e-05
395.8652648925781 2.2783960957895033e-05
395.8852844238281 2.2917745809536427e-05
395.9052734375 2.3052849428495392e-05
395.92529296875 2.3189715648186393e-05
395.9452819824219 2.3327960661845282e-05
395.9653015136719 2.3468033759854734e-05
395.98529052734375 2.360953476454597e-05
396.0052795410156 2.375270014454145e-05
396.0252990722656 2.38977991102729e-05
396.0452880859375 2.4044413294177502e-05
396.0652770996094 2.4192791897803545e-05
396.0852966308594 2.434320231259335e-05
396.10528564453125 2.4495226170984097e-05
396.1252746582031 2.46491254074499e-05
396.1452941894531 2.48051765083801e-05
396.165283203125 2.4962937459349632e-05
396.1852722167969 2.5122688384726644e-05
396.2052917480469 2.5284722141805105e-05
396.22528076171875 2.5448580345255323e-05
396.24530029296875 2.5614815967855975e-05
396.2652893066406 2.5782959710340947e-05
396.2852783203125 2.5953313524951227e-05
396.3052978515625 2.6126195734832436e-05
396.3252868652344 2.6301120669813827e-05
396.34527587890625 2.6478403015062213e-05
396.36529541015625 2.6658375645638444e-05
396.3852844238281 2.684054743440356e-05
396.4052734375 2.7025234885513783e-05
396.42529296875 2.7212796339881606e-05
396.4452819824219 2.7402713385527022e-05
396.4653015136719 2.7595629944698885e-05
396.48529052734375 2.7791016691480763e-05
396.50531005859375 2.798954301397316e-05
396.5252990722656 2.819067049131263e-05
396.5452880859375 2.839476292137988e-05
396.5653076171875 2.8602218662854284e-05
396.5852966308594 2.8812479285988957e-05
396.60528564453125 2.9025939511484466e-05
396.62530517578125 2.9243001335998997e-05
396.6452941894531 2.9463099053828046e-05
396.665283203125 2.9686645575566217e-05
396.685302734375 2.991408109664917e-05
396.7052917480469 3.014480353158433e-05
396.7253112792969 3.037962051166687e-05
396.74530029296875 3.061790994252078e-05
396.7652893066406 3.0860144761390984e-05
396.7853088378906 3.110680336249061e-05
396.8052978515625 3.135726001346484e-05
396.8252868652344 3.161200220347382e-05
396.8453063964844 3.187155380146578e-05
396.86529541015625 3.213525269529782e-05
396.8852844238281 3.24036373058334e-05
396.9053039550781 3.267725696787238e-05
396.92529296875 3.295544593129307e-05
396.9452819824219 3.3238757168874145e-05
396.9653015136719 3.3527805499034e-05
396.9853210449219 3.382233626325615e-05
397.00531005859375 3.412205842323601e-05
397.0252990722656 3.442761953920126e-05
397.0453186035156 3.473968536127359e-05
397.0653076171875 3.505751010379754e-05
397.0852966308594 3.538179225870408e-05
397.1053161621094 3.5713277611648664e-05
397.12530517578125 3.605118763516657e-05
397.1452941894531 3.639627175289206e-05
397.1653137207031 3.674935578601435e-05
397.185302734375 3.71096539311111e-05
397.2052917480469 3.747799200937152e-05
397.2253112792969 3.7855286791455e-05
397.24530029296875 3.824071609415114e-05
397.26531982421875 3.863583697238937e-05
397.2853088378906 3.903981269104406e-05
397.3052978515625 3.945368007407524e-05
397.3253173828125 3.9878526877146214e-05
397.3453063964844 4.0313527279067785e-05
397.36529541015625 4.075982724316418e-05
397.38531494140625 4.12187073379755e-05
397.4053039550781 4.168934538029134e-05
397.42529296875 4.21730728703551e-05
397.4453125 4.2671363189583644e-05
397.4653015136719 4.3183445086469874e-05
397.4853210449219 4.3711712351068854e-05
397.50531005859375 4.425547376740724e-05
397.52532958984375 4.481736687012017e-05
397.5453186035156 4.539680230664089e-05
397.5653076171875 4.599584644893184e-05
397.5853271484375 4.661683487938717e-05
397.6053161621094 4.725940016214736e-05
397.62530517578125 4.7926208935678005e-05
397.64532470703125 4.8620309826219454e-05
397.6653137207031 4.9341841076966375e-05
397.685302734375 5.009440428693779e-05
397.705322265625 5.0882175855804235e-05
397.7253112792969 5.170617805561051e-05
397.7453308105469 5.257289012661204e-05
397.76531982421875 5.348428021534346e-05
397.7853088378906 5.444700946100056e-05
397.8053283691406 5.5468866776209325e-05
397.8253173828125 5.655406494042836e-05
397.8453063964844 5.771250289399177e-05
397.8653259277344 5.8956065913662314e-05
397.88531494140625 6.029226278769784e-05
397.9053039550781 6.173598376335576e-05
397.9253234863281 6.330492033157498e-05
397.9453125 6.501142343040556e-05
397.9653015136719 6.687715358566493e-05
397.9853210449219 6.892760575283319e-05
398.00531005859375 7.1180664235726e-05
398.02532958984375 7.367075886577368e-05
398.0453186035156 7.641984120709822e-05
398.0653381347656 7.94683292042464e-05
398.0853271484375 8.284145587822422e-05
398.1053161621094 8.657979196868837e-05
398.1253356933594 9.072720422409475e-05
398.14532470703125 9.530947136227041e-05
398.1653137207031 0.00010037070023827255
398.1853332519531 0.000105956474726554
398.205322265625 0.0001120851666200906
398.225341796875 0.00011880669626407325
398.2453308105469 0.00012612808495759964
398.26531982421875 0.00013408041559159756
398.28533935546875 0.00014269119128584862
398.3053283691406 0.00015194076695479453
398.3253173828125 0.00016183871775865555
398.3453369140625 0.00017238830332644284
398.3653259277344 0.00018353460473008454
398.38531494140625 0.0001952588208951056
398.40533447265625 0.00020753694116137922
398.4253234863281 0.00022027752129361033
398.4453125 0.00023343689099419862
398.46533203125 0.00024696800392121077
398.4853210449219 0.0002607557107694447
398.5053405761719 0.0002747667022049427
398.52532958984375 0.00028888267115689814
398.5453186035156 0.0003030529769603163
398.5653381347656 0.00031723311985842884
398.5853271484375 0.000331323390128091
398.6053466796875 0.0003453222452662885
398.6253356933594 0.0003591564018279314
398.64532470703125 0.00037283406709320843
398.66534423828125 0.0003863817546516657
398.6853332519531 0.00039978272980079055
398.705322265625 0.00041310430970042944
398.725341796875 0.0004264326416887343
398.7453308105469 0.0004398138262331486
398.7653503417969 0.0004533948376774788
398.78533935546875 0.00046725646825507283
398.8053283691406 0.00048155695549212396
398.8253479003906 0.0004964689142070711
398.8453369140625 0.0005121047724969685
398.8653259277344 0.0005286507657729089
398.8853454589844 0.0005462992703542113
398.90533447265625 0.0005651584942825139
398.9253234863281 0.0005854098126292229
398.9453430175781 0.0006072322721593082
398.96533203125 0.0006306872237473726
398.9853515625 0.0006559559842571616
399.0053405761719 0.0006830483907833695
399.02532958984375 0.0007120594964362681
399.04534912109375 0.000743067474104464
399.0653381347656 0.0007759736618027091
399.0853271484375 0.0008107871981337667
399.1053466796875 0.0008474900387227535
399.1253356933594 0.000885862740688026
399.1453552246094 0.0009258772479370236
399.16534423828125 0.0009672344895079732
399.1853332519531 0.001009787549264729
399.2053527832031 0.001053370302543044
399.225341796875 0.0010975946206599474
399.245361328125 0.001142324646934867
399.2653503417969 0.0011871433816850185
399.28533935546875 0.001231835805810988
399.30535888671875 0.0012761900434270501
399.3253479003906 0.0013198016677051783
399.3453369140625 0.0013624858111143112
399.3653564453125 0.001404074253514409
399.3853454589844 0.0014442361425608397
399.40533447265625 0.0014828608836978674
399.42535400390625 0.0015198603505268693
399.4453430175781 0.0015550124226137996
399.46533203125 0.0015882966108620167
399.4853515625 0.001619711285457015
399.5053405761719 0.0016491436399519444
399.5253601074219 0.0016766875050961971
399.54534912109375 0.0017022863030433655
399.5653381347656 0.0017260249005630612
399.5853576660156 0.001747990376316011
399.6053466796875 0.0017681797035038471
399.6253662109375 0.001786721171811223
399.6453552246094 0.0018036299152299762
399.66534423828125 0.0018190050031989813
399.68536376953125 0.0018329371232539415
399.7053527832031 0.0018454534001648426
399.725341796875 0.0018566465005278587
399.745361328125 0.0018666021060198545
399.7653503417969 0.0018753660842776299
399.7853698730469 0.0018830467015504837
399.80535888671875 0.0018897101981565356
399.8253479003906 0.0018954691477119923
399.8453674316406 0.0019004420610144734
399.8653564453125 0.00190473604016006
399.8853454589844 0.0019084936939179897
399.9053649902344 0.0019118657801300287
399.92535400390625 0.0019149950239807367
399.9453430175781 0.0019180455710738897
399.9653625488281 0.001921182731166482
399.9853515625 0.0019245522562414408
400.00537109375 0.0019283120054751635
400.0253601074219 0.0019325838657096028
400.04534912109375 0.0019374849507585168
400.06536865234375 0.00194311304949224
400.0853576660156 0.0019495082087814808
400.1053466796875 0.0019567012786865234
400.1253662109375 0.0019646943546831608
400.1453552246094 0.0019734122324734926
400.1653747558594 0.0019827920477837324
400.18536376953125 0.0019926815293729305
400.2053527832031 0.0020029356237500906
400.2253723144531 0.0020133820362389088
400.245361328125 0.0020237774588167667
400.265380859375 0.0020339214242994785
400.2853698730469 0.0020435440819710493
400.30535888671875 0.0020524170249700546
400.32537841796875 0.0020603144075721502
400.3453674316406 0.0020669889636337757
400.3653564453125 0.002072250237688422
400.3853759765625 0.002075929893180728
400.4053649902344 0.0020778777543455362
400.42535400390625 0.002078003715723753
400.44537353515625 0.0020762502681463957
400.4653625488281 0.002072616945952177
400.4853515625 0.002067147521302104
400.50537109375 0.0020599213894456625
400.5253601074219 0.0020511045586317778
400.5453796386719 0.002040858380496502
400.56536865234375 0.002029444556683302
400.5853576660156 0.0020171182695776224
400.6053771972656 0.0020041591487824917
400.6253662109375 0.0019909352995455265
400.6453552246094 0.0019777719862759113
400.6653747558594 0.001965007046237588
400.68536376953125 0.0019530404824763536
400.70538330078125 0.0019421905744820833
400.7253723144531 0.0019328324124217033
400.7453918457031 0.0019252565689384937
400.765380859375 0.0019197773654013872
400.7853698730469 0.0019166332203894854
